lineup,MIN,PTS,+/-,GP,side,scouted_opponent,gp_exact
"Alex Ross, Juan Madrigal, Larry Carthan",7.8,23.0,-12.0,1.0,Opponent,Aurora Spartans,False
"Alex Ross, Juan Madrigal, Robert Hutson",3.7,3.0,-4.0,1.0,Opponent,Aurora Spartans,False
"Alex Ross, Juan Madrigal, Zerrick Johnson",1.7,1.0,-4.0,1.0,Opponent,Aurora Spartans,False
"Alex Ross, Larry Carthan, Robert Hutson",2.9,5.0,0.0,1.0,Opponent,Aurora Spartans,False
"Alex Ross, Larry Carthan, Zerrick Johnson",2.5,5.0,0.0,1.0,Opponent,Aurora Spartans,False
"Alex Ross, Robert Hutson, Zerrick Johnson",4.3,9.0,2.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Devon Richardson, Gevon Grant",9.2,12.0,0.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Devon Richardson, Isaiah Thompson",10.2,18.0,-2.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Devon Richardson, Jeffery Hillmer",34.9,60.0,9.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Devon Richardson, Juan Madrigal",34.3,54.0,1.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Devon Richardson, Mekhi Doby",0.2,0.0,0.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Devon Richardson, Robert Hutson",15.7,31.0,-3.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Devon Richardson, Zerrick Johnson",29.8,45.0,1.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Gevon Grant, Isaiah Thompson",1.5999999999999999,2.0,-2.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Gevon Grant, Jeffery Hillmer",6.3999999999999995,9.0,10.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Gevon Grant, Juan Madrigal",11.9,16.0,5.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Gevon Grant, Larry Carthan",6.8,9.0,8.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Gevon Grant, Mekhi Doby",1.2,4.0,2.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Gevon Grant, Robert Hutson",7.9,4.0,3.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Gevon Grant, Zerrick Johnson",3.3,5.0,1.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Isaiah Thompson, Jeffery Hillmer",9.4,20.0,-3.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Isaiah Thompson, Juan Madrigal",9.3,21.0,-9.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Isaiah Thompson, Larry Carthan",1.7,5.0,-5.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Isaiah Thompson, Mekhi Doby",2.3,4.0,0.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Isaiah Thompson, Robert Hutson",1.1,3.0,-1.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Isaiah Thompson, Zerrick Johnson",6.8,8.0,1.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Jeffery Hillmer, Juan Madrigal",37.8,75.0,-4.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Jeffery Hillmer, Larry Carthan",12.7,32.0,-11.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Jeffery Hillmer, Mekhi Doby",3.3,6.0,2.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Jeffery Hillmer, Robert Hutson",12.4,28.0,2.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Jeffery Hillmer, Zerrick Johnson",33.6,55.0,1.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Juan Madrigal, Larry Carthan",17.6,43.0,-8.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Juan Madrigal, Mekhi Doby",2.8,10.0,3.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Juan Madrigal, Robert Hutson",15.3,29.0,2.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Juan Madrigal, Zerrick Johnson",25.1,36.0,-2.0,3.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Larry Carthan, Mekhi Doby",3.2,12.0,3.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Larry Carthan, Robert Hutson",8.8,14.0,4.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Larry Carthan, Zerrick Johnson",7.8,15.0,0.0,2.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Mekhi Doby, Robert Hutson",3.0,10.0,3.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Mekhi Doby, Zerrick Johnson",3.5,8.0,2.0,1.0,Opponent,Aurora Spartans,False
"Bryden Gryzmala, Robert Hutson, Zerrick Johnson",10.1,20.0,-1.0,2.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Devon Richardson, Gevon Grant",7.5,10.0,-3.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Devon Richardson, Jeffery Hillmer",10.4,10.0,-12.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Devon Richardson, Juan Madrigal",3.2,3.0,-6.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Devon Richardson, Larry Carthan",3.0,2.0,-5.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Devon Richardson, Mekhi Doby",4.1,3.0,-8.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Devon Richardson, Robert Hutson",1.4,2.0,2.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Devon Richardson, Zerrick Johnson",1.6,0.0,-4.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Gevon Grant, Jeffery Hillmer",7.5,10.0,-3.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Gevon Grant, Juan Madrigal",3.3,7.0,-2.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Gevon Grant, Larry Carthan",10.1,18.0,-6.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Gevon Grant, Mekhi Doby",6.9,15.0,1.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Gevon Grant, Robert Hutson",8.5,18.0,1.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Isaiah Thompson, Jeffery Hillmer",1.0,2.0,0.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Isaiah Thompson, Juan Madrigal",1.3,4.0,2.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Isaiah Thompson, Larry Carthan",1.3,4.0,2.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Isaiah Thompson, Zerrick Johnson",0.3,2.0,2.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Jeffery Hillmer, Juan Madrigal",5.8,9.0,-6.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Jeffery Hillmer, Larry Carthan",6.3,8.0,-5.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Jeffery Hillmer, Mekhi Doby",6.4,7.0,-8.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Jeffery Hillmer, Robert Hutson",1.4,2.0,2.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Jeffery Hillmer, Zerrick Johnson",2.3,0.0,-4.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Juan Madrigal, Larry Carthan",4.3,12.0,1.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Juan Madrigal, Mekhi Doby",2.9000000000000004,4.0,-5.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Juan Madrigal, Robert Hutson",1.4,4.0,-1.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Juan Madrigal, Zerrick Johnson",0.3,2.0,2.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Larry Carthan, Mekhi Doby",8.0,16.0,0.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Larry Carthan, Robert Hutson",7.1,16.0,-1.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Larry Carthan, Zerrick Johnson",1.0,2.0,2.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Mekhi Doby, Robert Hutson",5.7,12.0,0.0,1.0,Opponent,Aurora Spartans,False
"Cullen Rauls, Mekhi Doby, Zerrick Johnson",2.3,0.0,-4.0,1.0,Opponent,Aurora Spartans,False
"Devon Richardson, Gevon Grant, Isaiah Thompson",7.8,16.0,7.0,2.0,Opponent,Aurora Spartans,False
"Devon Richardson, Gevon Grant, Jeffery Hillmer",50.6,94.0,-1.0,4.0,Opponent,Aurora Spartans,False
"Devon Richardson, Gevon Grant, Juan Madrigal",44.699999999999996,83.0,11.0,4.0,Opponent,Aurora Spartans,False
"Devon Richardson, Gevon Grant, Larry Carthan",3.0,2.0,-5.0,1.0,Opponent,Aurora Spartans,False
"Devon Richardson, Gevon Grant, Mekhi Doby",7.1,12.0,-4.0,1.0,Opponent,Aurora Spartans,False
"Devon Richardson, Gevon Grant, Robert Hutson",13.7,17.0,6.0,3.0,Opponent,Aurora Spartans,False
"Devon Richardson, Gevon Grant, Zerrick Johnson",30.7,62.0,5.0,4.0,Opponent,Aurora Spartans,False
"Devon Richardson, Isaiah Thompson, Jeffery Hillmer",11.1,23.0,4.0,2.0,Opponent,Aurora Spartans,False
"Devon Richardson, Isaiah Thompson, Juan Madrigal",15.9,34.0,3.0,2.0,Opponent,Aurora Spartans,False
"Devon Richardson, Isaiah Thompson, Robert Hutson",2.1,7.0,-3.0,1.0,Opponent,Aurora Spartans,False
"Devon Richardson, Isaiah Thompson, Zerrick Johnson",7.8,10.0,6.0,2.0,Opponent,Aurora Spartans,False
"Devon Richardson, Jeffery Hillmer, Juan Madrigal",62.199999999999996,109.0,5.0,4.0,Opponent,Aurora Spartans,False
"Devon Richardson, Jeffery Hillmer, Larry Carthan",3.0,2.0,-5.0,1.0,Opponent,Aurora Spartans,False
"Devon Richardson, Jeffery Hillmer, Mekhi Doby",9.2,10.0,-15.0,1.0,Opponent,Aurora Spartans,False
"Devon Richardson, Jeffery Hillmer, Robert Hutson",14.6,29.0,4.0,2.0,Opponent,Aurora Spartans,False
"Devon Richardson, Jeffery Hillmer, Zerrick Johnson",51.199999999999996,95.0,-4.0,4.0,Opponent,Aurora Spartans,False
"Devon Richardson, Juan Madrigal, Mekhi Doby",5.7,6.0,-6.0,1.0,Opponent,Aurora Spartans,False
"Devon Richardson, Juan Madrigal, Robert Hutson",13.3,22.0,3.0,3.0,Opponent,Aurora Spartans,False
"Devon Richardson, Juan Madrigal, Zerrick Johnson",45.0,77.0,7.0,4.0,Opponent,Aurora Spartans,False
"Devon Richardson, Mekhi Doby, Robert Hutson",2.7,5.0,-2.0,1.0,Opponent,Aurora Spartans,False
"Devon Richardson, Mekhi Doby, Zerrick Johnson",1.6,0.0,-4.0,1.0,Opponent,Aurora Spartans,False
"Devon Richardson, Robert Hutson, Zerrick Johnson",11.4,28.0,-3.0,2.0,Opponent,Aurora Spartans,False
"Gevon Grant, Isaiah Thompson, Jeffery Hillmer",8.3,18.0,8.0,3.0,Opponent,Aurora Spartans,False
"Gevon Grant, Isaiah Thompson, Juan Madrigal",13.399999999999999,24.0,15.0,3.0,Opponent,Aurora Spartans,False
"Gevon Grant, Isaiah Thompson, Larry Carthan",5.8,8.0,8.0,3.0,Opponent,Aurora Spartans,False
"Gevon Grant, Isaiah Thompson, Zerrick Johnson",2.3,2.0,7.0,1.0,Opponent,Aurora Spartans,False
"Gevon Grant, Jeffery Hillmer, Juan Madrigal",55.199999999999996,120.0,11.0,4.0,Opponent,Aurora Spartans,False
"Gevon Grant, Jeffery Hillmer, Larry Carthan",17.6,38.0,-5.0,3.0,Opponent,Aurora Spartans,False
"Gevon Grant, Jeffery Hillmer, Mekhi Doby",10.2,23.0,-5.0,1.0,Opponent,Aurora Spartans,False
"Gevon Grant, Jeffery Hillmer, Robert Hutson",12.4,18.0,1.0,2.0,Opponent,Aurora Spartans,False
"Gevon Grant, Jeffery Hillmer, Zerrick Johnson",33.199999999999996,81.0,-3.0,4.0,Opponent,Aurora Spartans,False
"Gevon Grant, Juan Madrigal, Larry Carthan",21.5,41.0,9.0,3.0,Opponent,Aurora Spartans,False
"Gevon Grant, Juan Madrigal, Mekhi Doby",8.5,19.0,0.0,1.0,Opponent,Aurora Spartans,False
"Gevon Grant, Juan Madrigal, Robert Hutson",15.5,18.0,8.0,3.0,Opponent,Aurora Spartans,False
"Gevon Grant, Juan Madrigal, Zerrick Johnson",31.099999999999998,70.0,11.0,4.0,Opponent,Aurora Spartans,False
"Gevon Grant, Larry Carthan, Mekhi Doby",7.7,16.0,2.0,1.0,Opponent,Aurora Spartans,False
"Gevon Grant, Larry Carthan, Robert Hutson",16.5,28.0,4.0,2.0,Opponent,Aurora Spartans,False
"Gevon Grant, Larry Carthan, Zerrick Johnson",9.2,24.0,4.0,3.0,Opponent,Aurora Spartans,False
"Gevon Grant, Mekhi Doby, Robert Hutson",9.4,20.0,-3.0,1.0,Opponent,Aurora Spartans,False
"Gevon Grant, Mekhi Doby, Zerrick Johnson",3.3,14.0,4.0,1.0,Opponent,Aurora Spartans,False
"Gevon Grant, Robert Hutson, Zerrick Johnson",7.3,13.0,1.0,1.0,Opponent,Aurora Spartans,False
"Isaiah Thompson, Jeffery Hillmer, Juan Madrigal",14.0,34.0,3.0,3.0,Opponent,Aurora Spartans,False
"Isaiah Thompson, Jeffery Hillmer, Larry Carthan",5.3,13.0,1.0,3.0,Opponent,Aurora Spartans,False
"Isaiah Thompson, Jeffery Hillmer, Mekhi Doby",2.3,4.0,0.0,1.0,Opponent,Aurora Spartans,False
"Isaiah Thompson, Jeffery Hillmer, Zerrick Johnson",4.699999999999999,6.0,2.0,2.0,Opponent,Aurora Spartans,False
"Isaiah Thompson, Juan Madrigal, Larry Carthan",7.7,17.0,5.0,3.0,Opponent,Aurora Spartans,False
"Isaiah Thompson, Juan Madrigal, Robert Hutson",2.1,7.0,-3.0,1.0,Opponent,Aurora Spartans,False
"Isaiah Thompson, Juan Madrigal, Zerrick Johnson",5.7,10.0,6.0,1.0,Opponent,Aurora Spartans,False
"Isaiah Thompson, Larry Carthan, Zerrick Johnson",0.3,2.0,2.0,1.0,Opponent,Aurora Spartans,False
"Isaiah Thompson, Mekhi Doby, Zerrick Johnson",2.3,4.0,0.0,1.0,Opponent,Aurora Spartans,False
"Isaiah Thompson, Robert Hutson, Zerrick Johnson",1.0,4.0,-2.0,1.0,Opponent,Aurora Spartans,False
"Jeffery Hillmer, Juan Madrigal, Larry Carthan",25.7,68.0,-11.0,3.0,Opponent,Aurora Spartans,False
"Jeffery Hillmer, Juan Madrigal, Mekhi Doby",11.3,23.0,-5.0,1.0,Opponent,Aurora Spartans,False
"Jeffery Hillmer, Juan Madrigal, Robert Hutson",11.1,20.0,5.0,2.0,Opponent,Aurora Spartans,False
"Jeffery Hillmer, Juan Madrigal, Zerrick Johnson",49.5,100.0,3.0,4.0,Opponent,Aurora Spartans,False
"Jeffery Hillmer, Larry Carthan, Mekhi Doby",3.2,4.0,0.0,1.0,Opponent,Aurora Spartans,False
"Jeffery Hillmer, Larry Carthan, Robert Hutson",7.3,12.0,-4.0,1.0,Opponent,Aurora Spartans,False
"Jeffery Hillmer, Larry Carthan, Zerrick Johnson",13.299999999999999,27.0,-4.0,3.0,Opponent,Aurora Spartans,False
"Jeffery Hillmer, Mekhi Doby, Robert Hutson",3.7,8.0,-3.0,1.0,Opponent,Aurora Spartans,False
"Jeffery Hillmer, Mekhi Doby, Zerrick Johnson",6.8,14.0,-2.0,1.0,Opponent,Aurora Spartans,False
"Jeffery Hillmer, Robert Hutson, Zerrick Johnson",8.8,21.0,-4.0,2.0,Opponent,Aurora Spartans,False
"Juan Madrigal, Larry Carthan, Mekhi Doby",4.5,12.0,1.0,1.0,Opponent,Aurora Spartans,False
"Juan Madrigal, Larry Carthan, Robert Hutson",13.3,22.0,-2.0,2.0,Opponent,Aurora Spartans,False
"Juan Madrigal, Larry Carthan, Zerrick Johnson",11.9,26.0,-4.0,3.0,Opponent,Aurora Spartans,False
"Juan Madrigal, Mekhi Doby, Robert Hutson",5.0,15.0,4.0,1.0,Opponent,Aurora Spartans,False
"Juan Madrigal, Mekhi Doby, Zerrick Johnson",2.2,10.0,2.0,1.0,Opponent,Aurora Spartans,False
"Juan Madrigal, Robert Hutson, Zerrick Johnson",5.1,7.0,-6.0,1.0,Opponent,Aurora Spartans,False
"Larry Carthan, Mekhi Doby, Robert Hutson",7.7,20.0,1.0,1.0,Opponent,Aurora Spartans,False
"Larry Carthan, Mekhi Doby, Zerrick Johnson",2.0,4.0,2.0,1.0,Opponent,Aurora Spartans,False
"Larry Carthan, Robert Hutson, Zerrick Johnson",6.9,9.0,-2.0,1.0,Opponent,Aurora Spartans,False
